Document_ID,True_Label,True_Category,Cluster
1083,1,comp.graphics,2
1084,0,alt.atheism,3
1085,3,talk.religion.misc,3
1086,0,alt.atheism,3
1087,2,sci.space,3
1088,1,comp.graphics,3
1089,1,comp.graphics,2
1090,0,alt.atheism,3
1091,0,alt.atheism,3
1092,3,talk.religion.misc,0
1093,0,alt.atheism,3
1094,2,sci.space,1
1095,0,alt.atheism,3
1096,0,alt.atheism,3
1097,1,comp.graphics,3
1098,3,talk.religion.misc,0
1099,2,sci.space,3
1100,1,comp.graphics,3
1101,3,talk.religion.misc,0
1102,0,alt.atheism,3
1103,2,sci.space,1
1104,3,talk.religion.misc,3
1105,1,comp.graphics,2
1106,1,comp.graphics,2
1107,1,comp.graphics,2
1108,3,talk.religion.misc,3
1109,3,talk.religion.misc,3
1110,2,sci.space,1
1111,1,comp.graphics,2
1112,0,alt.atheism,3
1113,2,sci.space,1
1114,2,sci.space,3
1115,3,talk.religion.misc,0
1116,3,talk.religion.misc,0
1117,2,sci.space,1
1118,0,alt.atheism,3
1119,3,talk.religion.misc,3
1120,3,talk.religion.misc,3
1121,1,comp.graphics,2
1122,1,comp.graphics,2
1123,0,alt.atheism,3
1124,2,sci.space,1
1125,2,sci.space,3
1126,0,alt.atheism,0
1127,0,alt.atheism,3
1128,0,alt.atheism,3
1129,2,sci.space,3
1130,3,talk.religion.misc,3
1131,1,comp.graphics,2
1132,2,sci.space,2
1133,0,alt.atheism,3
1134,1,comp.graphics,2
1135,3,talk.religion.misc,3
1136,1,comp.graphics,2
1137,1,comp.graphics,3
1138,0,alt.atheism,0
1139,3,talk.religion.misc,0
1140,2,sci.space,3
1141,2,sci.space,1
1142,0,alt.atheism,3
1143,3,talk.religion.misc,0
1144,0,alt.atheism,3
1145,3,talk.religion.misc,3
1146,3,talk.religion.misc,3
1147,3,talk.religion.misc,3
1148,0,alt.atheism,3
1149,3,talk.religion.misc,3
1150,2,sci.space,1
1151,2,sci.space,3
1152,2,sci.space,3
1153,2,sci.space,1
1154,3,talk.religion.misc,3
1155,3,talk.religion.misc,3
1156,0,alt.atheism,3
1157,1,comp.graphics,3
1158,2,sci.space,3
1159,1,comp.graphics,2
1160,3,talk.religion.misc,3
1161,0,alt.atheism,3
1162,0,alt.atheism,3
1163,3,talk.religion.misc,0
1164,2,sci.space,1
1165,1,comp.graphics,3
1166,1,comp.graphics,2
1167,2,sci.space,2
1168,1,comp.graphics,2
1169,0,alt.atheism,3
1170,2,sci.space,3
1171,2,sci.space,1
1172,1,comp.graphics,2
1173,3,talk.religion.misc,2
1174,0,alt.atheism,3
1175,2,sci.space,3
1176,3,talk.religion.misc,3
1177,1,comp.graphics,2
1178,2,sci.space,1
1179,0,alt.atheism,3
1180,3,talk.religion.misc,3
1181,3,talk.religion.misc,3
1182,2,sci.space,3
1183,1,comp.graphics,3
1184,2,sci.space,1
1185,2,sci.space,3
1186,2,sci.space,1
1187,0,alt.atheism,0
1188,1,comp.graphics,2
1189,1,comp.graphics,2
1190,1,comp.graphics,2
1191,1,comp.graphics,2
1192,3,talk.religion.misc,3
1193,0,alt.atheism,3
1194,0,alt.atheism,3
1195,1,comp.graphics,2
1196,1,comp.graphics,2
1197,0,alt.atheism,3
1198,3,talk.religion.misc,0
1199,2,sci.space,3
1200,2,sci.space,2
1201,2,sci.space,1
1202,0,alt.atheism,3
1203,2,sci.space,1
1204,2,sci.space,1
1205,3,talk.religion.misc,3
1206,0,alt.atheism,3
1207,2,sci.space,1
1208,0,alt.atheism,3
1209,0,alt.atheism,3
1210,1,comp.graphics,2
1211,1,comp.graphics,2
1212,2,sci.space,2
1213,0,alt.atheism,0
1214,3,talk.religion.misc,3
1215,3,talk.religion.misc,0
1216,0,alt.atheism,3
1217,1,comp.graphics,2
1218,2,sci.space,1
1219,1,comp.graphics,2
1220,2,sci.space,2
1221,0,alt.atheism,3
1222,2,sci.space,1
1223,0,alt.atheism,3
1224,1,comp.graphics,2
1225,0,alt.atheism,0
1226,1,comp.graphics,3
1227,0,alt.atheism,0
1228,1,comp.graphics,2
1229,2,sci.space,3
1230,0,alt.atheism,3
1231,2,sci.space,1
1232,2,sci.space,3
1233,1,comp.graphics,2
1234,3,talk.religion.misc,3
1235,3,talk.religion.misc,3
1236,3,talk.religion.misc,3
1237,0,alt.atheism,3
1238,3,talk.religion.misc,3
1239,3,talk.religion.misc,3
1240,3,talk.religion.misc,3
1241,2,sci.space,1
1242,2,sci.space,1
1243,0,alt.atheism,3
1244,0,alt.atheism,3
1245,3,talk.religion.misc,3
1246,2,sci.space,1
1247,0,alt.atheism,3
1248,2,sci.space,2
1249,0,alt.atheism,3
1250,0,alt.atheism,3
1251,1,comp.graphics,2
1252,2,sci.space,3
1253,0,alt.atheism,3
1254,1,comp.graphics,2
1255,1,comp.graphics,2
1256,2,sci.space,1
1257,1,comp.graphics,2
1258,1,comp.graphics,3
1259,1,comp.graphics,2
1260,3,talk.religion.misc,3
1261,1,comp.graphics,2
1262,0,alt.atheism,3
1263,0,alt.atheism,3
1264,2,sci.space,3
1265,1,comp.graphics,2
1266,0,alt.atheism,0
1267,3,talk.religion.misc,3
1268,3,talk.religion.misc,0
1269,2,sci.space,1
1270,2,sci.space,1
1271,3,talk.religion.misc,0
1272,0,alt.atheism,3
1273,2,sci.space,3
1274,0,alt.atheism,3
1275,0,alt.atheism,3
1276,3,talk.religion.misc,0
1277,2,sci.space,3
1278,1,comp.graphics,3
1279,2,sci.space,3
1280,0,alt.atheism,3
1281,1,comp.graphics,2
1282,0,alt.atheism,3
1283,2,sci.space,1
1284,3,talk.religion.misc,0
1285,0,alt.atheism,3
1286,1,comp.graphics,2
1287,1,comp.graphics,1
1288,0,alt.atheism,3
1289,1,comp.graphics,2
1290,0,alt.atheism,2
1291,0,alt.atheism,3
1292,1,comp.graphics,3
1293,2,sci.space,1
1294,2,sci.space,1
1295,0,alt.atheism,3
1296,0,alt.atheism,3
1297,3,talk.religion.misc,3
1298,1,comp.graphics,3
1299,3,talk.religion.misc,2
1300,1,comp.graphics,2
1301,2,sci.space,1
1302,1,comp.graphics,2
1303,3,talk.religion.misc,3
1304,0,alt.atheism,3
1305,3,talk.religion.misc,3
1306,1,comp.graphics,3
1307,1,comp.graphics,2
1308,0,alt.atheism,3
1309,0,alt.atheism,3
1310,1,comp.graphics,2
1311,2,sci.space,1
1312,1,comp.graphics,2
1313,0,alt.atheism,3
1314,0,alt.atheism,0
1315,3,talk.religion.misc,0
1316,1,comp.graphics,2
1317,1,comp.graphics,2
1318,1,comp.graphics,3
1319,1,comp.graphics,2
1320,1,comp.graphics,2
1321,1,comp.graphics,2
1322,0,alt.atheism,3
1323,1,comp.graphics,2
1324,2,sci.space,1
1325,0,alt.atheism,3
1326,1,comp.graphics,2
1327,0,alt.atheism,3
1328,3,talk.religion.misc,3
1329,1,comp.graphics,2
1330,0,alt.atheism,3
1331,3,talk.religion.misc,3
1332,3,talk.religion.misc,3
1333,1,comp.graphics,2
1334,0,alt.atheism,3
1335,0,alt.atheism,3
1336,2,sci.space,1
1337,1,comp.graphics,3
1338,2,sci.space,3
1339,2,sci.space,3
1340,1,comp.graphics,2
1341,2,sci.space,3
1342,2,sci.space,1
1343,1,comp.graphics,2
1344,1,comp.graphics,2
1345,3,talk.religion.misc,3
1346,3,talk.religion.misc,0
1347,2,sci.space,1
1348,2,sci.space,1
1349,2,sci.space,3
1350,3,talk.religion.misc,0
1351,2,sci.space,1
1352,2,sci.space,3
1353,2,sci.space,3
1354,2,sci.space,3
1355,3,talk.religion.misc,3
1356,2,sci.space,1
1357,1,comp.graphics,2
1358,3,talk.religion.misc,3
1359,1,comp.graphics,2
1360,0,alt.atheism,3
1361,2,sci.space,1
1362,1,comp.graphics,2
1363,0,alt.atheism,3
1364,1,comp.graphics,2
1365,1,comp.graphics,2
1366,2,sci.space,1
1367,2,sci.space,3
1368,2,sci.space,1
1369,2,sci.space,1
1370,0,alt.atheism,3
1371,3,talk.religion.misc,0
1372,3,talk.religion.misc,3
1373,1,comp.graphics,2
1374,2,sci.space,3
1375,2,sci.space,3
1376,1,comp.graphics,2
1377,2,sci.space,1
1378,2,sci.space,3
1379,2,sci.space,3
1380,1,comp.graphics,2
1381,2,sci.space,3
1382,2,sci.space,3
1383,2,sci.space,1
1384,1,comp.graphics,2
1385,0,alt.atheism,3
1386,1,comp.graphics,2
1387,2,sci.space,1
1388,3,talk.religion.misc,3
1389,0,alt.atheism,3
1390,2,sci.space,3
1391,3,talk.religion.misc,0
1392,3,talk.religion.misc,0
1393,0,alt.atheism,3
1394,3,talk.religion.misc,3
1395,2,sci.space,1
1396,1,comp.graphics,2
1397,3,talk.religion.misc,3
1398,1,comp.graphics,2
1399,0,alt.atheism,3
1400,0,alt.atheism,3
1401,0,alt.atheism,3
1402,2,sci.space,1
1403,2,sci.space,3
1404,0,alt.atheism,3
1405,3,talk.religion.misc,3
1406,1,comp.graphics,2
1407,1,comp.graphics,2
1408,1,comp.graphics,2
1409,1,comp.graphics,2
1410,0,alt.atheism,3
1411,2,sci.space,1
1412,1,comp.graphics,2
1413,1,comp.graphics,2
1414,1,comp.graphics,2
1415,1,comp.graphics,2
1416,0,alt.atheism,3
1417,3,talk.religion.misc,0
1418,0,alt.atheism,3
1419,3,talk.religion.misc,3
1420,2,sci.space,3
1421,2,sci.space,3
1422,3,talk.religion.misc,0
1423,3,talk.religion.misc,3
1424,3,talk.religion.misc,3
1425,3,talk.religion.misc,0
1426,0,alt.atheism,3
1427,2,sci.space,3
1428,0,alt.atheism,3
1429,2,sci.space,1
1430,1,comp.graphics,2
1431,2,sci.space,3
1432,2,sci.space,1
1433,0,alt.atheism,0
1434,3,talk.religion.misc,3
1435,2,sci.space,1
1436,2,sci.space,3
1437,3,talk.religion.misc,3
1438,1,comp.graphics,3
1439,2,sci.space,1
1440,2,sci.space,1
1441,2,sci.space,2
1442,0,alt.atheism,3
1443,3,talk.religion.misc,3
1444,2,sci.space,3
1445,1,comp.graphics,2
1446,1,comp.graphics,2
1447,1,comp.graphics,2
1448,2,sci.space,1
1449,1,comp.graphics,2
1450,2,sci.space,1
1451,3,talk.religion.misc,3
1452,1,comp.graphics,3
1453,1,comp.graphics,2
1454,2,sci.space,1
1455,1,comp.graphics,2
1456,0,alt.atheism,3
1457,2,sci.space,3
1458,1,comp.graphics,2
1459,1,comp.graphics,2
1460,2,sci.space,1
1461,1,comp.graphics,2
1462,3,talk.religion.misc,3
1463,3,talk.religion.misc,2
1464,1,comp.graphics,3
1465,0,alt.atheism,3
1466,2,sci.space,3
1467,0,alt.atheism,3
1468,3,talk.religion.misc,3
1469,0,alt.atheism,3
1470,1,comp.graphics,2
1471,3,talk.religion.misc,3
1472,2,sci.space,3
1473,1,comp.graphics,2
1474,0,alt.atheism,3
1475,3,talk.religion.misc,3
1476,1,comp.graphics,2
1477,1,comp.graphics,2
1478,1,comp.graphics,2
1479,3,talk.religion.misc,3
1480,1,comp.graphics,2
1481,1,comp.graphics,2
1482,2,sci.space,1
1483,1,comp.graphics,2
1484,0,alt.atheism,0
1485,3,talk.religion.misc,3
1486,1,comp.graphics,2
1487,2,sci.space,1
1488,1,comp.graphics,2
1489,1,comp.graphics,2
1490,1,comp.graphics,2
1491,2,sci.space,1
1492,0,alt.atheism,0
1493,1,comp.graphics,2
1494,1,comp.graphics,3
1495,2,sci.space,3
1496,0,alt.atheism,3
1497,0,alt.atheism,0
1498,1,comp.graphics,2
1499,2,sci.space,1
1500,0,alt.atheism,0
1501,0,alt.atheism,3
1502,1,comp.graphics,2
1503,2,sci.space,3
1504,2,sci.space,1
1505,2,sci.space,1
1506,1,comp.graphics,2
1507,3,talk.religion.misc,3
1508,1,comp.graphics,2
1509,3,talk.religion.misc,0
1510,3,talk.religion.misc,3
1511,2,sci.space,1
1512,1,comp.graphics,2
1513,1,comp.graphics,1
1514,1,comp.graphics,2
1515,2,sci.space,1
1516,1,comp.graphics,2
1517,1,comp.graphics,2
1518,1,comp.graphics,2
1519,3,talk.religion.misc,0
1520,1,comp.graphics,1
1521,2,sci.space,2
1522,3,talk.religion.misc,3
1523,3,talk.religion.misc,3
1524,2,sci.space,1
1525,1,comp.graphics,2
1526,0,alt.atheism,3
1527,1,comp.graphics,2
1528,1,comp.graphics,1
1529,0,alt.atheism,3
1530,2,sci.space,1
1531,2,sci.space,1
1532,1,comp.graphics,3
1533,2,sci.space,1
1534,0,alt.atheism,3
1535,2,sci.space,3
1536,2,sci.space,3
1537,2,sci.space,1
1538,1,comp.graphics,2
1539,0,alt.atheism,3
1540,2,sci.space,1
1541,1,comp.graphics,3
1542,0,alt.atheism,0
1543,1,comp.graphics,2
1544,1,comp.graphics,2
1545,3,talk.religion.misc,3
1546,1,comp.graphics,2
1547,1,comp.graphics,2
1548,1,comp.graphics,2
1549,1,comp.graphics,2
1550,3,talk.religion.misc,3
1551,0,alt.atheism,0
1552,2,sci.space,1
1553,2,sci.space,1
1554,1,comp.graphics,3
1555,3,talk.religion.misc,3
1556,3,talk.religion.misc,3
1557,2,sci.space,2
1558,3,talk.religion.misc,3
1559,1,comp.graphics,2
1560,3,talk.religion.misc,3
1561,1,comp.graphics,3
1562,3,talk.religion.misc,3
1563,2,sci.space,1
1564,1,comp.graphics,1
1565,1,comp.graphics,3
1566,3,talk.religion.misc,3
1567,2,sci.space,2
1568,2,sci.space,1
1569,2,sci.space,3
1570,1,comp.graphics,2
1571,0,alt.atheism,3
1572,2,sci.space,1
1573,1,comp.graphics,3
1574,3,talk.religion.misc,3
1575,1,comp.graphics,2
1576,0,alt.atheism,3
1577,2,sci.space,1
1578,0,alt.atheism,0
1579,2,sci.space,1
1580,3,talk.religion.misc,3
1581,2,sci.space,1
1582,0,alt.atheism,3
1583,1,comp.graphics,2
1584,3,talk.religion.misc,3
1585,2,sci.space,3
1586,3,talk.religion.misc,3
1587,2,sci.space,1
1588,2,sci.space,1
1589,1,comp.graphics,2
1590,2,sci.space,1
1591,1,comp.graphics,2
1592,1,comp.graphics,2
1593,1,comp.graphics,2
1594,1,comp.graphics,2
1595,3,talk.religion.misc,3
1596,2,sci.space,3
1597,1,comp.graphics,2
1598,2,sci.space,3
1599,0,alt.atheism,3
1600,0,alt.atheism,3
1601,1,comp.graphics,2
1602,2,sci.space,1
1603,0,alt.atheism,3
1604,2,sci.space,1
1605,2,sci.space,3
1606,1,comp.graphics,2
1607,2,sci.space,1
1608,0,alt.atheism,2
1609,2,sci.space,1
1610,3,talk.religion.misc,3
1611,2,sci.space,1
1612,1,comp.graphics,3
1613,3,talk.religion.misc,3
1614,3,talk.religion.misc,0
1615,3,talk.religion.misc,2
1616,3,talk.religion.misc,3
1617,3,talk.religion.misc,3
1618,1,comp.graphics,3
1619,0,alt.atheism,3
1620,3,talk.religion.misc,3
1621,3,talk.religion.misc,0
1622,1,comp.graphics,2
1623,0,alt.atheism,3
1624,2,sci.space,1
1625,2,sci.space,3
1626,2,sci.space,1
1627,3,talk.religion.misc,0
1628,1,comp.graphics,2
1629,1,comp.graphics,3
1630,3,talk.religion.misc,0
1631,0,alt.atheism,3
1632,2,sci.space,1
1633,0,alt.atheism,3
1634,0,alt.atheism,3
1635,1,comp.graphics,2
1636,2,sci.space,1
1637,2,sci.space,1
1638,3,talk.religion.misc,3
1639,2,sci.space,1
1640,1,comp.graphics,3
1641,0,alt.atheism,0
1642,3,talk.religion.misc,3
1643,1,comp.graphics,2
1644,0,alt.atheism,0
1645,2,sci.space,1
1646,2,sci.space,2
1647,3,talk.religion.misc,3
1648,0,alt.atheism,3
1649,3,talk.religion.misc,3
1650,2,sci.space,1
1651,3,talk.religion.misc,3
1652,1,comp.graphics,2
1653,1,comp.graphics,2
1654,1,comp.graphics,3
1655,1,comp.graphics,2
1656,1,comp.graphics,2
1657,1,comp.graphics,2
1658,1,comp.graphics,2
1659,2,sci.space,1
1660,0,alt.atheism,3
1661,0,alt.atheism,3
1662,3,talk.religion.misc,3
1663,2,sci.space,3
1664,3,talk.religion.misc,3
1665,2,sci.space,1
1666,3,talk.religion.misc,3
1667,2,sci.space,3
1668,2,sci.space,1
1669,0,alt.atheism,3
1670,2,sci.space,3
1671,0,alt.atheism,3
1672,0,alt.atheism,3
1673,2,sci.space,1
1674,3,talk.religion.misc,3
1675,2,sci.space,1
1676,3,talk.religion.misc,3
1677,1,comp.graphics,2
1678,1,comp.graphics,2
1679,1,comp.graphics,3
1680,1,comp.graphics,2
1681,3,talk.religion.misc,0
1682,2,sci.space,1
1683,1,comp.graphics,2
1684,1,comp.graphics,2
1685,0,alt.atheism,3
1686,0,alt.atheism,3
1687,3,talk.religion.misc,0
1688,3,talk.religion.misc,0
1689,2,sci.space,1
1690,2,sci.space,1
1691,1,comp.graphics,2
1692,1,comp.graphics,3
1693,0,alt.atheism,3
1694,2,sci.space,1
1695,1,comp.graphics,2
1696,2,sci.space,1
1697,0,alt.atheism,0
1698,3,talk.religion.misc,3
1699,1,comp.graphics,2
1700,0,alt.atheism,3
1701,2,sci.space,1
1702,2,sci.space,3
1703,1,comp.graphics,2
1704,0,alt.atheism,3
1705,1,comp.graphics,2
1706,3,talk.religion.misc,3
1707,1,comp.graphics,2
1708,1,comp.graphics,2
1709,2,sci.space,3
1710,2,sci.space,1
1711,1,comp.graphics,2
1712,1,comp.graphics,2
1713,1,comp.graphics,2
1714,0,alt.atheism,3
1715,2,sci.space,1
1716,1,comp.graphics,2
1717,1,comp.graphics,2
1718,3,talk.religion.misc,3
1719,3,talk.religion.misc,3
1720,3,talk.religion.misc,3
1721,0,alt.atheism,3
1722,2,sci.space,3
1723,0,alt.atheism,0
1724,3,talk.religion.misc,3
1725,0,alt.atheism,3
1726,1,comp.graphics,3
1727,3,talk.religion.misc,3
1728,2,sci.space,2
1729,1,comp.graphics,2
1730,2,sci.space,3
1731,3,talk.religion.misc,3
1732,2,sci.space,1
1733,1,comp.graphics,2
1734,2,sci.space,3
1735,0,alt.atheism,3
1736,2,sci.space,3
1737,0,alt.atheism,3
1738,3,talk.religion.misc,3
1739,2,sci.space,3
1740,0,alt.atheism,3
1741,1,comp.graphics,3
1742,3,talk.religion.misc,3
1743,2,sci.space,1
1744,3,talk.religion.misc,0
1745,0,alt.atheism,3
1746,2,sci.space,2
1747,0,alt.atheism,0
1748,0,alt.atheism,3
1749,0,alt.atheism,0
1750,2,sci.space,1
1751,2,sci.space,1
1752,2,sci.space,1
1753,1,comp.graphics,2
1754,3,talk.religion.misc,0
1755,1,comp.graphics,2
1756,2,sci.space,1
1757,3,talk.religion.misc,3
1758,1,comp.graphics,2
1759,2,sci.space,3
1760,1,comp.graphics,3
1761,0,alt.atheism,3
1762,3,talk.religion.misc,3
1763,2,sci.space,1
1764,1,comp.graphics,2
1765,2,sci.space,3
1766,2,sci.space,3
1767,2,sci.space,3
1768,3,talk.religion.misc,3
1769,2,sci.space,1
1770,3,talk.religion.misc,3
1771,1,comp.graphics,2
1772,3,talk.religion.misc,3
1773,1,comp.graphics,2
1774,1,comp.graphics,2
1775,0,alt.atheism,0
1776,1,comp.graphics,2
1777,0,alt.atheism,3
1778,2,sci.space,3
1779,2,sci.space,1
1780,2,sci.space,1
1781,1,comp.graphics,2
1782,2,sci.space,3
1783,1,comp.graphics,2
1784,0,alt.atheism,3
1785,3,talk.religion.misc,3
1786,1,comp.graphics,3
1787,3,talk.religion.misc,0
1788,1,comp.graphics,2
1789,2,sci.space,3
1790,2,sci.space,3
1791,1,comp.graphics,3
1792,0,alt.atheism,3
1793,1,comp.graphics,2
1794,1,comp.graphics,2
1795,1,comp.graphics,2
1796,1,comp.graphics,3
1797,3,talk.religion.misc,3
1798,0,alt.atheism,3
1799,0,alt.atheism,3
1800,2,sci.space,1
1801,1,comp.graphics,2
1802,2,sci.space,3
1803,0,alt.atheism,0
1804,1,comp.graphics,2
1805,3,talk.religion.misc,3
1806,0,alt.atheism,3
1807,2,sci.space,1
1808,3,talk.religion.misc,0
1809,1,comp.graphics,2
1810,0,alt.atheism,3
1811,2,sci.space,1
1812,1,comp.graphics,2
1813,1,comp.graphics,2
1814,0,alt.atheism,3
1815,1,comp.graphics,3
1816,2,sci.space,1
1817,2,sci.space,1
1818,0,alt.atheism,0
1819,1,comp.graphics,2
1820,1,comp.graphics,3
1821,0,alt.atheism,3
1822,2,sci.space,2
1823,3,talk.religion.misc,0
1824,3,talk.religion.misc,3
1825,0,alt.atheism,0
1826,1,comp.graphics,2
1827,0,alt.atheism,2
1828,2,sci.space,1
1829,0,alt.atheism,3
1830,2,sci.space,1
1831,2,sci.space,1
1832,0,alt.atheism,3
1833,2,sci.space,1
1834,0,alt.atheism,3
1835,0,alt.atheism,3
1836,0,alt.atheism,3
1837,0,alt.atheism,3
1838,0,alt.atheism,3
1839,0,alt.atheism,3
1840,0,alt.atheism,3
1841,2,sci.space,3
1842,0,alt.atheism,3
1843,3,talk.religion.misc,0
1844,0,alt.atheism,0
1845,1,comp.graphics,2
1846,2,sci.space,1
1847,0,alt.atheism,3
1848,2,sci.space,3
1849,2,sci.space,1
1850,2,sci.space,1
1851,0,alt.atheism,3
1852,3,talk.religion.misc,3
1853,1,comp.graphics,2
1854,1,comp.graphics,2
1855,3,talk.religion.misc,3
1856,2,sci.space,1
1857,1,comp.graphics,3
1858,2,sci.space,1
1859,0,alt.atheism,3
1860,0,alt.atheism,3
1861,1,comp.graphics,2
1862,1,comp.graphics,2
1863,1,comp.graphics,2
1864,1,comp.graphics,2
1865,0,alt.atheism,3
1866,2,sci.space,3
1867,2,sci.space,3
1868,2,sci.space,3
1869,0,alt.atheism,0
1870,0,alt.atheism,3
1871,0,alt.atheism,3
1872,3,talk.religion.misc,3
1873,3,talk.religion.misc,0
1874,1,comp.graphics,3
1875,0,alt.atheism,3
1876,1,comp.graphics,2
1877,1,comp.graphics,2
1878,1,comp.graphics,2
1879,2,sci.space,1
1880,0,alt.atheism,3
1881,0,alt.atheism,3
1882,2,sci.space,1
1883,0,alt.atheism,0
1884,0,alt.atheism,3
1885,1,comp.graphics,2
1886,1,comp.graphics,2
1887,2,sci.space,3
1888,0,alt.atheism,3
1889,2,sci.space,2
1890,3,talk.religion.misc,3
1891,3,talk.religion.misc,3
1892,2,sci.space,3
1893,0,alt.atheism,3
1894,2,sci.space,1
1895,2,sci.space,2
1896,0,alt.atheism,0
1897,2,sci.space,1
1898,1,comp.graphics,2
1899,2,sci.space,1
1900,2,sci.space,1
1901,1,comp.graphics,2
1902,1,comp.graphics,2
1903,2,sci.space,1
1904,2,sci.space,1
1905,3,talk.religion.misc,3
1906,1,comp.graphics,2
1907,3,talk.religion.misc,3
1908,2,sci.space,1
1909,2,sci.space,2
1910,1,comp.graphics,2
1911,2,sci.space,1
1912,2,sci.space,3
1913,0,alt.atheism,1
1914,0,alt.atheism,0
1915,3,talk.religion.misc,3
1916,2,sci.space,1
1917,2,sci.space,1
1918,1,comp.graphics,2
1919,2,sci.space,3
1920,2,sci.space,1
1921,3,talk.religion.misc,3
1922,1,comp.graphics,2
1923,2,sci.space,3
1924,3,talk.religion.misc,3
1925,2,sci.space,3
1926,0,alt.atheism,3
1927,0,alt.atheism,3
1928,2,sci.space,1
1929,1,comp.graphics,2
1930,2,sci.space,1
1931,1,comp.graphics,2
1932,3,talk.religion.misc,0
1933,1,comp.graphics,2
1934,1,comp.graphics,2
1935,0,alt.atheism,3
1936,2,sci.space,1
1937,1,comp.graphics,2
1938,1,comp.graphics,2
1939,1,comp.graphics,2
1940,3,talk.religion.misc,3
1941,2,sci.space,2
1942,0,alt.atheism,3
1943,0,alt.atheism,0
1944,1,comp.graphics,2
1945,1,comp.graphics,3
1946,2,sci.space,3
1947,1,comp.graphics,2
1948,3,talk.religion.misc,3
1949,1,comp.graphics,3
1950,0,alt.atheism,0
1951,2,sci.space,2
1952,2,sci.space,3
1953,1,comp.graphics,2
1954,0,alt.atheism,0
1955,2,sci.space,3
1956,1,comp.graphics,2
1957,1,comp.graphics,2
1958,0,alt.atheism,3
1959,0,alt.atheism,1
1960,1,comp.graphics,2
1961,3,talk.religion.misc,3
1962,2,sci.space,1
1963,0,alt.atheism,2
1964,2,sci.space,1
1965,0,alt.atheism,3
1966,1,comp.graphics,3
1967,1,comp.graphics,2
1968,2,sci.space,1
1969,1,comp.graphics,2
1970,0,alt.atheism,3
1971,3,talk.religion.misc,0
1972,1,comp.graphics,2
1973,2,sci.space,3
1974,1,comp.graphics,2
1975,3,talk.religion.misc,3
1976,2,sci.space,3
1977,1,comp.graphics,2
1978,3,talk.religion.misc,0
1979,3,talk.religion.misc,3
1980,1,comp.graphics,2
1981,1,comp.graphics,2
1982,2,sci.space,3
1983,3,talk.religion.misc,3
1984,2,sci.space,1
1985,2,sci.space,1
1986,2,sci.space,3
1987,1,comp.graphics,3
1988,0,alt.atheism,3
1989,0,alt.atheism,3
1990,2,sci.space,2
1991,1,comp.graphics,2
1992,3,talk.religion.misc,0
1993,3,talk.religion.misc,3
1994,1,comp.graphics,2
1995,3,talk.religion.misc,3
1996,3,talk.religion.misc,0
1997,1,comp.graphics,2
1998,1,comp.graphics,2
1999,0,alt.atheism,3
2000,1,comp.graphics,2
2001,2,sci.space,1
2002,2,sci.space,3
2003,2,sci.space,2
2004,1,comp.graphics,2
2005,1,comp.graphics,2
2006,0,alt.atheism,0
2007,0,alt.atheism,3
2008,2,sci.space,1
2009,1,comp.graphics,3
2010,1,comp.graphics,2
2011,2,sci.space,3
2012,1,comp.graphics,2
2013,1,comp.graphics,2
2014,2,sci.space,3
2015,1,comp.graphics,2
2016,2,sci.space,1
2017,2,sci.space,3
2018,2,sci.space,1
2019,1,comp.graphics,2
2020,1,comp.graphics,2
2021,3,talk.religion.misc,0
2022,3,talk.religion.misc,0
2023,2,sci.space,1
2024,2,sci.space,2
2025,2,sci.space,3
2026,1,comp.graphics,2
2027,3,talk.religion.misc,0
2028,3,talk.religion.misc,3
2029,1,comp.graphics,1
2030,1,comp.graphics,2
2031,3,talk.religion.misc,3
2032,2,sci.space,1
2033,2,sci.space,1
2034,3,talk.religion.misc,3
2035,1,comp.graphics,2
2036,2,sci.space,3
2037,2,sci.space,3
2038,1,comp.graphics,2
2039,1,comp.graphics,3
2040,2,sci.space,1
2041,0,alt.atheism,3
2042,0,alt.atheism,0
2043,1,comp.graphics,2
2044,3,talk.religion.misc,3
2045,3,talk.religion.misc,3
2046,2,sci.space,1
2047,3,talk.religion.misc,3
2048,0,alt.atheism,3
2049,0,alt.atheism,3
2050,1,comp.graphics,2
2051,0,alt.atheism,0
2052,2,sci.space,3
2053,1,comp.graphics,2
2054,3,talk.religion.misc,3
2055,2,sci.space,3
2056,1,comp.graphics,2
2057,0,alt.atheism,3
2058,0,alt.atheism,3
2059,1,comp.graphics,2
2060,2,sci.space,3
2061,3,talk.religion.misc,2
2062,2,sci.space,1
2063,1,comp.graphics,2
2064,3,talk.religion.misc,3
2065,0,alt.atheism,3
2066,1,comp.graphics,3
2067,0,alt.atheism,3
2068,1,comp.graphics,2
2069,0,alt.atheism,3
2070,2,sci.space,1
2071,0,alt.atheism,3
2072,0,alt.atheism,3
2073,0,alt.atheism,3
2074,0,alt.atheism,3
2075,1,comp.graphics,2
2076,2,sci.space,3
2077,0,alt.atheism,3
2078,3,talk.religion.misc,3
2079,2,sci.space,3
2080,1,comp.graphics,2
2081,1,comp.graphics,2
2082,1,comp.graphics,2
2083,0,alt.atheism,0
2084,3,talk.religion.misc,0
2085,2,sci.space,1
2086,2,sci.space,2
2087,1,comp.graphics,2
2088,1,comp.graphics,3
2089,1,comp.graphics,2
2090,2,sci.space,1
2091,2,sci.space,1
2092,0,alt.atheism,3
2093,0,alt.atheism,3
2094,2,sci.space,3
2095,2,sci.space,3
2096,0,alt.atheism,3
